CHB_69	NA18629	CHB
CHB_70	NA18573	CHB
CHB_71	NA18626	CHB
CHB_72	NA18630	CHB
CHB_73	NA18623	CHB
CHB_74	NA18571	CHB
CHB_75	NA18628	CHB
CHB_76	NA18631	CHB
CHB_77	NA18545	CHB
CHB_78	NA18618	CHB
CHB_79	NA18616	CHB
CHB_80	NA18632	CHB
CHB_81	NA18634	CHB
CHB_82	NA18622	CHB
CHB_83	NA18534	CHB
CHB_84	NA18595	CHB
CHB_85	NA18624	CHB
CHB_86	NA18547	CHB
CHB_87	NA18647	CHB
CHB_88	NA18574	CHB
CHB_89	NA18572	CHB
CHB_90	NA18535	CHB
CHB_91	NA18638	CHB
CHB_92	NA18645	CHB
CHB_93	NA18641	CHB
CHB_94	NA18557	CHB
CHB_95	NA18621	CHB
CHB_96	NA18644	CHB
CHB_97	NA18614	CHB
CHB_98	NA18642	CHB
CHB_99	NA18533	CHB
CHB_100	NA18552	CHB
CHB_101	NA18615	CHB
CHB_102	NA18543	CHB
CHB_103	NA18592	CHB
CDX_1	HG01804	CDX
CDX_2	HG02190	CDX
CDX_3	HG00879	CDX
CDX_4	HG01805	CDX
CDX_5	HG02178	CDX
CDX_6	HG01817	CDX
CDX_7	HG02373	CDX
CDX_8	HG01795	CDX
CDX_9	HG01810	CDX
CDX_10	HG01794	CDX
CDX_11	HG02188	CDX
CDX_12	HG02385	CDX
CDX_13	HG02155	CDX
CDX_14	HG02397	CDX
CDX_15	HG02406	CDX
CDX_16	HG01798	CDX
CDX_17	HG02371	CDX
CDX_18	HG01796	CDX
CDX_19	HG01801	CDX
CDX_20	HG02392	CDX
CDX_21	HG02156	CDX
CDX_22	HG01797	CDX
CDX_23	HG02399	CDX
CDX_24	HG02353	CDX
CDX_25	HG00881	CDX
CDX_26	HG02184	CDX
CDX_27	HG02389	CDX
CDX_28	HG01800	CDX
CDX_29	HG02166	CDX
CDX_30	HG02396	CDX
CDX_31	HG00956	CDX
CDX_32	HG02384	CDX
CDX_33	HG02180	CDX
CDX_34	HG02250	CDX
CDX_35	HG00844	CDX
CDX_36	HG02154	CDX
CDX_37	HG00982	CDX
CDX_38	HG02374	CDX
CDX_39	HG01029	CDX
CDX_40	HG02151	CDX
CDX_41	HG02360	CDX
CDX_42	HG02410	CDX
CDX_43	HG00978	CDX
CDX_44	HG02152	CDX
CDX_45	HG02401	CDX
CDX_46	HG01046	CDX
CDX_47	HG01809	CDX
CDX_48	HG02153	CDX
CDX_49	HG02391	CDX
CDX_50	HG02409	CDX
CDX_51	HG02165	CDX
CDX_52	HG02408	CDX
CDX_53	HG02164	CDX
CDX_54	HG01813	CDX
CDX_55	HG02351	CDX
CDX_56	HG01806	CDX
CDX_57	HG01808	CDX
CDX_58	HG01807	CDX
CDX_59	HG02394	CDX
CDX_60	HG02356	CDX
CDX_61	HG01811	CDX
CDX_62	HG02402	CDX
CDX_63	HG01799	CDX
CDX_64	HG01802	CDX
CDX_65	HG01816	CDX
CDX_66	HG02390	CDX
CDX_67	HG02179	CDX
CDX_68	HG02187	CDX
CDX_69	HG02382	CDX
CDX_70	HG02185	CDX
CDX_71	HG00851	CDX
CDX_72	HG02375	CDX
CDX_73	HG00759	CDX
CDX_74	HG01815	CDX
CDX_75	HG00867	CDX
CDX_76	HG02383	CDX
CDX_77	HG02398	CDX
CDX_78	HG01031	CDX
CDX_79	HG02355	CDX
CDX_80	HG01812	CDX
CDX_81	HG02395	CDX
CDX_82	HG02186	CDX
CDX_83	HG02379	CDX
CDX_84	HG02386	CDX
CDX_85	HG02407	CDX
CDX_86	HG02182	CDX
CDX_87	HG02181	CDX
CDX_88	HG00864	CDX
CDX_89	HG02367	CDX
CDX_90	HG02380	CDX
CDX_91	HG02364	CDX
CDX_92	HG01028	CDX
CDX_93	HG00766	CDX
MXL_1	NA19679	MXL
MXL_2	NA19759	MXL
MXL_3	NA19747	MXL
MXL_4	NA19669	MXL
MXL_5	NA19735	MXL
MXL_6	NA19771	MXL
MXL_7	NA19661	MXL
MXL_8	NA19678	MXL
MXL_9	NA19783	MXL
MXL_10	NA19746	MXL
MXL_11	NA19722	MXL
MXL_12	NA19663	MXL
MXL_13	NA19726	MXL
MXL_14	NA19655	MXL
MXL_15	NA19725	MXL
MXL_16	NA19649	MXL
MXL_17	NA19734	MXL
MXL_18	NA19749	MXL
MXL_19	NA19756	MXL
MXL_20	NA19741	MXL
MXL_21	NA19794	MXL
MXL_22	NA19684	MXL
MXL_23	NA19780	MXL
MXL_24	NA19770	MXL
MXL_25	NA19779	MXL
MXL_26	NA19716	MXL
MXL_27	NA19774	MXL
MXL_28	NA19670	MXL
MXL_29	NA19732	MXL
MXL_30	NA19720	MXL
MXL_31	NA19785	MXL
MXL_32	NA19755	MXL
MXL_33	NA19761	MXL
MXL_34	NA19752	MXL
MXL_35	NA19786	MXL
MXL_36	NA19789	MXL
MXL_37	NA19740	MXL
MXL_38	NA19657	MXL
MXL_39	NA19652	MXL
MXL_40	NA19658	MXL
MXL_41	NA19773	MXL
MXL_42	NA19654	MXL
MXL_43	NA19792	MXL
MXL_44	NA19795	MXL
MXL_45	NA19764	MXL
MXL_46	NA19723	MXL
MXL_47	NA19728	MXL
MXL_48	NA19717	MXL
MXL_49	NA19782	MXL
MXL_50	NA19651	MXL
MXL_51	NA19762	MXL
MXL_52	NA19648	MXL
MXL_53	NA19719	MXL
MXL_54	NA19731	MXL
MXL_55	NA19676	MXL
MXL_56	NA19664	MXL
MXL_57	NA19729	MXL
MXL_58	NA19682	MXL
MXL_59	NA19758	MXL
MXL_60	NA19777	MXL
MXL_61	NA19750	MXL
MXL_62	NA19681	MXL
MXL_63	NA19788	MXL
MXL_64	NA19776	MXL
CHS_1	HG00651	CHS
CHS_2	HG00542	CHS
CHS_3	HG00543	CHS
CHS_4	HG00629	CHS
CHS_5	HG00689	CHS
CHS_6	HG00536	CHS
CHS_7	HG00410	CHS
CHS_8	HG00598	CHS
CHS_9	HG00707	CHS
CHS_10	HG00464	CHS
CHS_11	HG00531	CHS
CHS_12	HG00457	CHS
CHS_13	HG00607	CHS
CHS_14	HG00628	CHS
CHS_15	HG00657	CHS
CHS_16	HG00442	CHS
CHS_17	HG00478	CHS
CHS_18	HG00525	CHS
CHS_19	HG00530	CHS
CHS_20	HG00690	CHS
CHS_21	HG00513	CHS
CHS_22	HG00422	CHS
CHS_23	HG00701	CHS
CHS_24	HG00537	CHS
CHS_25	HG00524	CHS
CHS_26	HG00610	CHS
CHS_27	HG00589	CHS
CHS_28	HG00448	CHS
CHS_29	HG00596	CHS
CHS_30	HG00699	CHS
CHS_31	HG00693	CHS
CHS_32	HG00479	CHS
CHS_33	HG00672	CHS
CHS_34	HG00634	CHS
CHS_35	HG00684	CHS
CHS_36	HG00403	CHS
CHS_37	HG00407	CHS
CHS_38	HG00608	CHS
CHS_39	HG00500	CHS
CHS_40	HG00533	CHS
CHS_41	HG00476	CHS
CHS_42	HG00692	CHS
CHS_43	HG00421	CHS
CHS_44	HG00674	CHS
CHS_45	HG00590	CHS
CHS_46	HG00662	CHS
CHS_47	HG00409	CHS
CHS_48	HG00581	CHS
CHS_49	HG00592	CHS
CHS_50	HG00556	CHS
CHS_51	HG00728	CHS
CHS_52	HG00705	CHS
CHS_53	HG00445	CHS
CHS_54	HG00650	CHS
CHS_55	HG00704	CHS
CHS_56	HG00463	CHS
CHS_57	HG00656	CHS
CHS_58	HG00663	CHS
CHS_59	HG00613	CHS
CHS_60	HG00654	CHS
CHS_61	HG00683	CHS
CHS_62	HG00584	CHS
CHS_63	HG00708	CHS
CHS_64	HG00446	CHS
CHS_65	HG00458	CHS
CHS_66	HG00428	CHS
CHS_67	HG00559	CHS
CHS_68	HG00622	CHS
CHS_69	HG00557	CHS
CHS_70	HG00611	CHS
CHS_71	HG00437	CHS
CHS_72	HG00419	CHS
CHS_73	HG00475	CHS
CHS_74	HG00452	CHS
CHS_75	HG00436	CHS
CHS_76	HG00449	CHS
CHS_77	HG00443	CHS
CHS_78	HG00675	CHS
CHS_79	HG00565	CHS
CHS_80	HG00404	CHS
CHS_81	HG00451	CHS
CHS_82	HG00632	CHS
CHS_83	HG00560	CHS
CHS_84	HG00593	CHS
CHS_85	HG00473	CHS
CHS_86	HG00653	CHS
CHS_87	HG00595	CHS
CHS_88	HG00620	CHS
CHS_89	HG00671	CHS
CHS_90	HG00534	CHS
CHS_91	HG00614	CHS
CHS_92	HG00698	CHS
CHS_93	HG00729	CHS
CHS_94	HG00583	CHS
CHS_95	HG00406	CHS
CHS_96	HG00472	CHS
CHS_97	HG00717	CHS
CHS_98	HG00623	CHS
CHS_99	HG00625	CHS
CHS_100	HG00631	CHS
CHS_101	HG00599	CHS
CHS_102	HG00619	CHS
CHS_103	HG00580	CHS
CHS_104	HG00566	CHS
CHS_105	HG00626	CHS
PUR_1	HG01055	PUR
PUR_2	HG01080	PUR
PUR_3	HG01204	PUR
PUR_4	HG01111	PUR
PUR_5	HG01161	PUR
PUR_6	HG01247	PUR
PUR_7	HG01182	PUR
PUR_8	HG00640	PUR
PUR_9	HG01089	PUR
PUR_10	HG01085	PUR
PUR_11	HG01082	PUR
PUR_12	HG01066	PUR
PUR_13	HG01075	PUR
PUR_14	HG00731	PUR
PUR_15	HG01058	PUR
PUR_16	HG01168	PUR
PUR_17	HG01177	PUR
PUR_18	HG01403	PUR
PUR_19	HG01083	PUR
PUR_20	HG01095	PUR
PUR_21	HG01176	PUR
PUR_22	HG01396	PUR
PUR_23	HG01405	PUR
PUR_24	HG01079	PUR
PUR_25	HG01248	PUR
PUR_26	HG01073	PUR
PUR_27	HG00553	PUR
PUR_28	HG00734	PUR
PUR_29	HG00740	PUR
PUR_30	HG00737	PUR
PUR_31	HG01049	PUR
PUR_32	HG01067	PUR
PUR_33	HG01077	PUR
PUR_34	HG01107	PUR
PUR_35	HG00736	PUR
PUR_36	HG01064	PUR
PUR_37	HG01398	PUR
PUR_38	HG01170	PUR
PUR_39	HG01063	PUR
PUR_40	HG00742	PUR
PUR_41	HG01101	PUR
PUR_42	HG01326	PUR
PUR_43	HG01312	PUR
PUR_44	HG01183	PUR
PUR_45	HG01191	PUR
PUR_46	HG01069	PUR
PUR_47	HG01054	PUR
PUR_48	HG01197	PUR
PUR_49	HG01070	PUR
PUR_50	HG01305	PUR
PUR_51	HG01311	PUR
PUR_52	HG01286	PUR
PUR_53	HG01190	PUR
PUR_54	HG01092	PUR
PUR_55	HG01098	PUR
PUR_56	HG01187	PUR
PUR_57	HG01173	PUR
PUR_58	HG01241	PUR
PUR_59	HG01171	PUR
PUR_60	HG01402	PUR
PUR_61	HG01395	PUR
PUR_62	HG01308	PUR
PUR_63	HG00638	PUR
PUR_64	HG01105	PUR
PUR_65	HG01051	PUR
PUR_66	HG00743	PUR
PUR_67	HG01412	PUR
PUR_68	HG01302	PUR
PUR_69	HG01393	PUR
PUR_70	HG00554	PUR
PUR_71	HG01303	PUR
PUR_72	HG01414	PUR
PUR_73	HG01097	PUR
PUR_74	HG01110	PUR
PUR_75	HG01088	PUR
PUR_76	HG01061	PUR
PUR_77	HG01164	PUR
PUR_78	HG01048	PUR
PUR_79	HG01200	PUR
PUR_80	HG01188	PUR
PUR_81	HG01108	PUR
PUR_82	HG01047	PUR
PUR_83	HG01325	PUR
PUR_84	HG01072	PUR
PUR_85	HG00551	PUR
PUR_86	HG00739	PUR
PUR_87	HG01198	PUR
PUR_88	HG01060	PUR
PUR_89	HG01323	PUR
PUR_90	HG01102	PUR
PUR_91	HG01242	PUR
PUR_92	HG01052	PUR
PUR_93	HG01167	PUR
PUR_94	HG00637	PUR
PUR_95	HG01392	PUR
PUR_96	HG01413	PUR
PUR_97	HG01205	PUR
PUR_98	HG01162	PUR
PUR_99	HG01104	PUR
PUR_100	HG00641	PUR
PUR_101	HG01094	PUR
PUR_102	HG01086	PUR
PUR_103	HG00732	PUR
PUR_104	HG01174	PUR
JPT_1	NA19006	JPT
JPT_2	NA18991	JPT
JPT_3	NA18997	JPT
JPT_4	NA19086	JPT
JPT_5	NA19084	JPT
JPT_6	NA19002	JPT
JPT_7	NA18993	JPT
JPT_8	NA18985	JPT
JPT_9	NA18976	JPT
JPT_10	NA19066	JPT
JPT_11	NA19078	JPT
JPT_12	NA18979	JPT
JPT_13	NA19079	JPT
JPT_14	NA19083	JPT
JPT_15	NA18942	JPT
JPT_16	NA18941	JPT
JPT_17	NA18986	JPT
JPT_18	NA19056	JPT
JPT_19	NA18948	JPT
JPT_20	NA19058	JPT
JPT_21	NA19075	JPT
JPT_22	NA18960	JPT
JPT_23	NA19059	JPT
JPT_24	NA19090	JPT
JPT_25	NA18984	JPT
JPT_26	NA18943	JPT
JPT_27	NA19004	JPT
JPT_28	NA19081	JPT
JPT_29	NA18989	JPT
JPT_30	NA19012	JPT
JPT_31	NA18983	JPT
JPT_32	NA19077	JPT
JPT_33	NA18952	JPT
JPT_34	NA19003	JPT
JPT_35	NA19068	JPT
JPT_36	NA18945	JPT
JPT_37	NA18981	JPT
JPT_38	NA19010	JPT
JPT_39	NA18946	JPT
JPT_40	NA18988	JPT
JPT_41	NA18949	JPT
JPT_42	NA18990	JPT
JPT_43	NA19072	JPT
JPT_44	NA18992	JPT
JPT_45	NA18998	JPT
JPT_46	NA19087	JPT
JPT_47	NA19007	JPT
JPT_48	NA19062	JPT
JPT_49	NA18956	JPT
JPT_50	NA18951	JPT
JPT_51	NA19080	JPT
JPT_52	NA18982	JPT
JPT_53	NA19009	JPT
JPT_54	NA19082	JPT
JPT_55	NA19088	JPT
JPT_56	NA19057	JPT
JPT_57	NA19055	JPT
JPT_58	NA18974	JPT
JPT_59	NA18959	JPT
JPT_60	NA18965	JPT
JPT_61	NA19054	JPT
JPT_62	NA19011	JPT
JPT_63	NA18970	JPT
JPT_64	NA19060	JPT
JPT_65	NA18987	JPT
JPT_66	NA18953	JPT
JPT_67	NA19076	JPT
JPT_68	NA19063	JPT
JPT_69	NA18964	JPT
JPT_70	NA18963	JPT
JPT_71	NA18971	JPT
JPT_72	NA18999	JPT
JPT_73	NA18973	JPT
JPT_74	NA18957	JPT
JPT_75	NA18954	JPT
JPT_76	NA19070	JPT
JPT_77	NA18962	JPT
JPT_78	NA19085	JPT
JPT_79	NA18939	JPT
JPT_80	NA18994	JPT
JPT_81	NA18961	JPT
JPT_82	NA19000	JPT
JPT_83	NA18944	JPT
JPT_84	NA19067	JPT
JPT_85	NA18940	JPT
JPT_86	NA19005	JPT
JPT_87	NA18967	JPT
JPT_88	NA18969	JPT
JPT_89	NA19065	JPT
JPT_90	NA18980	JPT
JPT_91	NA18972	JPT
JPT_92	NA18947	JPT
JPT_93	NA19064	JPT
JPT_94	NA18977	JPT
JPT_95	NA18966	JPT
JPT_96	NA19074	JPT
JPT_97	NA18978	JPT
JPT_98	NA18950	JPT
JPT_99	NA18995	JPT
JPT_100	NA18975	JPT
JPT_101	NA19089	JPT
JPT_102	NA19001	JPT
JPT_103	NA19091	JPT
JPT_104	NA18968	JPT
GIH_1	NA21128	GIH
GIH_2	NA21123	GIH
GIH_3	NA21137	GIH
GIH_4	NA20859	GIH
GIH_5	NA20851	GIH
GIH_6	NA20847	GIH
GIH_7	NA20892	GIH
GIH_8	NA21100	GIH
GIH_9	NA21117	GIH
GIH_10	NA21119	GIH
GIH_11	NA20891	GIH
GIH_12	NA20908	GIH
GIH_13	NA21091	GIH
GIH_14	NA21141	GIH
GIH_15	NA20870	GIH
GIH_16	NA20877	GIH
GIH_17	NA21106	GIH
GIH_18	NA20882	GIH
GIH_19	NA21093	GIH
GIH_20	NA21090	GIH
GIH_21	NA21107	GIH
GIH_22	NA20889	GIH
GIH_23	NA21118	GIH
GIH_24	NA21142	GIH
GIH_25	NA20899	GIH
GIH_26	NA21108	GIH
GIH_27	NA20874	GIH
GIH_28	NA21101	GIH
GIH_29	NA21109	GIH
GIH_30	NA20896	GIH
GIH_31	NA20858	GIH
GIH_32	NA20885	GIH
GIH_33	NA20852	GIH
GIH_34	NA20910	GIH
GIH_35	NA21127	GIH
GIH_36	NA20886	GIH
GIH_37	NA21120	GIH
GIH_38	NA20884	GIH
GIH_39	NA21097	GIH
GIH_40	NA20868	GIH
GIH_41	NA21095	GIH
GIH_42	NA20876	GIH
GIH_43	NA21086	GIH
GIH_44	NA21094	GIH
GIH_45	NA21144	GIH
GIH_46	NA20866	GIH
GIH_47	NA20854	GIH
GIH_48	NA20861	GIH
GIH_49	NA20890	GIH
GIH_50	NA21126	GIH
GIH_51	NA20862	GIH
GIH_52	NA20878	GIH
GIH_53	NA21105	GIH
GIH_54	NA20872	GIH
GIH_55	NA20863	GIH
GIH_56	NA20867	GIH
GIH_57	NA21104	GIH
GIH_58	NA20881	GIH
GIH_59	NA20864	GIH
GIH_60	NA20853	GIH
GIH_61	NA20856	GIH
GIH_62	NA21098	GIH
GIH_63	NA20875	GIH
GIH_64	NA20888	GIH
GIH_65	NA20904	GIH
GIH_66	NA21099	GIH
GIH_67	NA21114	GIH
GIH_68	NA20900	GIH
GIH_69	NA21143	GIH
GIH_70	NA20869	GIH
GIH_71	NA21102	GIH
GIH_72	NA20846	GIH
GIH_73	NA20845	GIH
GIH_74	NA21112	GIH
GIH_75	NA21130	GIH
GIH_76	NA21124	GIH
